"id","name","partyShort","stateAbbreviation","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"P000604","Donald M. Payne Jr.","D","NJ","P000604","Railroads, Pipelines, and Hazardous Materials","member","minority",2
"D000533","John J. Duncan Jr.","R","TN","D000533","Railroads, Pipelines, and Hazardous Materials","member","majority",2
"G000546","Sam Graves","R","MO","G000546","Railroads, Pipelines, and Hazardous Materials","member","majority",3
"B001269","Lou Barletta","R","PA","B001269","Railroads, Pipelines, and Hazardous Materials","member","majority",4
"C000984","Elijah E. Cummings","D","MD","C000984","Railroads, Pipelines, and Hazardous Materials","member","minority",4
"C001068","Steve Cohen","D","TN","C001068","Railroads, Pipelines, and Hazardous Materials","member","minority",5
"S001165","Albio Sires","D","NJ","S001165","Railroads, Pipelines, and Hazardous Materials","member","minority",6
"W000806","Daniel Webster","R","FL","W000806","Railroads, Pipelines, and Hazardous Materials","member","majority",6
"G000559","John Garamendi","D","CA","G000559","Railroads, Pipelines, and Hazardous Materials","member","minority",7
"M001187","Mark Meadows","R","NC","M001187","Railroads, Pipelines, and Hazardous Materials","member","majority",7
"P000605","Scott Perry","R","PA","P000605","Railroads, Pipelines, and Hazardous Materials","member","majority",8
"C001072","André Carson","D","IN","C001072","Railroads, Pipelines, and Hazardous Materials","member","minority",8
"S000051","Mark Sanford","R","SC","S000051","Railroads, Pipelines, and Hazardous Materials","member","majority",9
"N000127","Rick Nolan","D","MN","N000127","Railroads, Pipelines, and Hazardous Materials","member","minority",9
"E000293","Elizabeth Esty","D","CT","E000293","Railroads, Pipelines, and Hazardous Materials","member","minority",10
"R000592","Todd Rokita","R","IN","R000592","Railroads, Pipelines, and Hazardous Materials","member","majority",10
"K000386","John Katko","R","NY","K000386","Railroads, Pipelines, and Hazardous Materials","member","majority",11
"B001286","Cheri Bustos","D","IL","B001286","Railroads, Pipelines, and Hazardous Materials","member","minority",11
"W000808","Frederica Wilson","D","FL","W000808","Railroads, Pipelines, and Hazardous Materials","member","minority",12
"B001291","Brian Babin","R","TX","B001291","Railroads, Pipelines, and Hazardous Materials","member","majority",12
"W000814","Randy Weber","R","TX","W000814","Railroads, Pipelines, and Hazardous Materials","member","majority",13
"D000623","Mark DeSaulnier","D","CA","D000623","Railroads, Pipelines, and Hazardous Materials","member","minority",13
"L000563","Daniel Lipinski","D","IL","L000563","Railroads, Pipelines, and Hazardous Materials","member","minority",14
"W000821","Bruce Westerman","R","AR","W000821","Railroads, Pipelines, and Hazardous Materials","member","majority",14
"S001199","Lloyd Smucker","R","PA","S001199","Railroads, Pipelines, and Hazardous Materials","member","majority",15
"M001201","Paul Mitchell","R","MI","M001201","Railroads, Pipelines, and Hazardous Materials","member","majority",16
"F000464","John Faso","R","NY","F000464","Railroads, Pipelines, and Hazardous Materials","member","majority",17
"L000587","Jason Lewis","R","MN","L000587","Railroads, Pipelines, and Hazardous Materials","member","majority",18
"N000179","Grace F. Napolitano","D","CA","N000179","Water Resources and Environment","member","minority",1
"G000577","Garret Graves","R","LA","G000577","Water Resources and Environment","member","majority",1
"C001087","Rick Crawford","R","AR","C001087","Water Resources and Environment","member","majority",2
"F000462","Lois Frankel","D","FL","F000462","Water Resources and Environment","member","minority",2
"W000808","Frederica Wilson","D","FL","W000808","Water Resources and Environment","member","minority",3
"G000563","Bob Gibbs","R","OH","G000563","Water Resources and Environment","member","majority",3
"H001068","Jared Huffman","D","CA","H001068","Water Resources and Environment","member","minority",4
"W000806","Daniel Webster","R","FL","W000806","Water Resources and Environment","member","majority",4
"L000579","Alan Lowenthal","D","CA","L000579","Water Resources and Environment","member","minority",5
"M001184","Thomas Massie","R","KY","M001184","Water Resources and Environment","member","majority",5
"D000619","Rodney Davis","R","IL","D000619","Water Resources and Environment","member","majority",6
"J000126","Eddie Bernice Johnson","D","TX","J000126","Water Resources and Environment","member","minority",6
"S000051","Mark Sanford","R","SC","S000051","Water Resources and Environment","member","majority",7
"G000559","John Garamendi","D","CA","G000559","Water Resources and Environment","member","minority",7
"W000810","Rob Woodall","R","GA","W000810","Water Resources and Environment","member","majority",8
"T000468","Dina Titus","D","NV","T000468","Water Resources and Environment","member","minority",8
"M001185","Sean Patrick Maloney","D","NY","M001185","Water Resources and Environment","member","minority",9
"R000592","Todd Rokita","R","IN","R000592","Water Resources and Environment","member","majority",9
"E000293","Elizabeth Esty","D","CT","E000293","Water Resources and Environment","member","minority",10
"K000386","John Katko","R","NY","K000386","Water Resources and Environment","member","majority",10
"B001286","Cheri Bustos","D","IL","B001286","Water Resources and Environment","member","minority",11
"B001291","Brian Babin","R","TX","B001291","Water Resources and Environment","member","majority",11
"B001285","Julia Brownley","D","CA","B001285","Water Resources and Environment","member","minority",12
"R000603","David Rouzer","R","NC","R000603","Water Resources and Environment","member","majority",12
"L000581","Brenda Lawrence","D","MI","L000581","Water Resources and Environment","member","minority",13
"B001295","Mike Bost","R","IL","B001295","Water Resources and Environment","member","majority",13
"W000814","Randy Weber","R","TX","W000814","Water Resources and Environment","member","majority",14
"L000578","Doug LaMalfa","R","CA","L000578","Water Resources and Environment","member","majority",15
"F000465","A. Drew Ferguson","R","GA","F000465","Water Resources and Environment","member","majority",16
"M001199","Brian Mast","R","FL","M001199","Water Resources and Environment","member","majority",17
"E000293","Elizabeth Esty","D","CT","E000293","Disability Assistance and Memorial Affairs","member","minority",1
"B001295","Mike Bost","R","IL","B001295","Disability Assistance and Memorial Affairs","member","majority",1
"B001285","Julia Brownley","D","CA","B001285","Disability Assistance and Memorial Affairs","member","minority",2
"C001077","Mike Coffman","R","CO","C001077","Disability Assistance and Memorial Affairs","member","majority",2
"R000600","Amata Coleman Radewagen","R","AS","R000600","Disability Assistance and Memorial Affairs","member","majority",3
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Disability Assistance and Memorial Affairs","member","minority",3
"B001301","Jack Bergman","R","MI","B001301","Disability Assistance and Memorial Affairs","member","majority",4
"B001299","Jim Banks","R","IN","B001299","Disability Assistance and Memorial Affairs","member","majority",5
"O000170","Beto O'Rourke","D","TX","O000170","Economic Opportunity","member","minority",1
"A000375","Jodey Arrington","R","TX","A000375","Economic Opportunity","member","majority",1
"T000472","Mark Takano","D","CA","T000472","Economic Opportunity","member","minority",2
"B001257","Gus Bilirakis","R","FL","B001257","Economic Opportunity","member","majority",2
"C001110","J. Luis Correa","D","CA","C001110","Economic Opportunity","member","minority",3
"W000815","Brad Wenstrup","R","OH","W000815","Economic Opportunity","member","majority",3
"R000602","Kathleen Rice","D","NY","R000602","Economic Opportunity","member","minority",4
"R000609","John Rutherford","R","FL","R000609","Economic Opportunity","member","majority",4
"B001299","Jim Banks","R","IN","B001299","Economic Opportunity","member","majority",5
"B001285","Julia Brownley","D","CA","B001285","Health","member","minority",1
"W000815","Brad Wenstrup","R","OH","W000815","Health","member","majority",1
"T000472","Mark Takano","D","CA","T000472","Health","member","minority",2
"B001257","Gus Bilirakis","R","FL","B001257","Health","member","majority",2
"K000382","Ann McLane Kuster","D","NH","K000382","Health","member","minority",3
"R000600","Amata Coleman Radewagen","R","AS","R000600","Health","member","majority",3
"D000628","Neal Dunn","R","FL","D000628","Health","member","majority",4
"O000170","Beto O'Rourke","D","TX","O000170","Health","member","minority",4
"C001110","J. Luis Correa","D","CA","C001110","Health","member","minority",5
"R000609","John Rutherford","R","FL","R000609","Health","member","majority",5
"H001077","Clay Higgins","R","LA","H001077","Health","member","majority",6
"G000582","Jenniffer González-Colón","R","PR","G000582","Health","member","majority",7
"K000382","Ann McLane Kuster","D","NH","K000382","Oversight and Investigations","member","minority",1
"B001301","Jack Bergman","R","MI","B001301","Oversight and Investigations","member","majority",1
"R000602","Kathleen Rice","D","NY","R000602","Oversight and Investigations","member","minority",2
"B001295","Mike Bost","R","IL","B001295","Oversight and Investigations","member","majority",2
"P000611","Bruce Poliquin","R","ME","P000611","Oversight and Investigations","member","majority",3
"P000608","Scott Peters","D","CA","P000608","Oversight and Investigations","member","minority",3
"D000628","Neal Dunn","R","FL","D000628","Oversight and Investigations","member","majority",4
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Oversight and Investigations","member","minority",4
"A000375","Jodey Arrington","R","TX","A000375","Oversight and Investigations","member","majority",5
"G000582","Jenniffer González-Colón","R","PR","G000582","Oversight and Investigations","member","majority",6
"L000263","Sander M. Levin","D","MI","L000263","Health","member","minority",1
"R000580","Peter Roskam","R","IL","R000580","Health","member","majority",1
"J000174","Sam Johnson","R","TX","J000174","Health","member","majority",2
"T000460","Mike Thompson","D","CA","T000460","Health","member","minority",2
"K000188","Ron Kind","D","WI","K000188","Health","member","minority",3
"N000181","Devin Nunes","R","CA","N000181","Health","member","majority",3
"B001260","Vern Buchanan","R","FL","B001260","Health","member","majority",4
"B000574","Earl Blumenauer","D","OR","B000574","Health","member","minority",4
"H001038","Brian Higgins","D","NY","H001038","Health","member","minority",5
"S001172","Adrian Smith","R","NE","S001172","Health","member","majority",5
"S001185","Terri Sewell","D","AL","S001185","Health","member","minority",6
"J000290","Lynn Jenkins","R","KS","J000290","Health","member","majority",6
"C001080","Judy Chu","D","CA","C001080","Health","member","minority",7
"M001158","Kenny Marchant","R","TX","M001158","Health","member","majority",7
"B001273","Diane Black","R","TN","B001273","Health","member","majority",8
"P000594","Erik Paulsen","R","MN","P000594","Health","member","majority",9
"R000585","Tom Reed","R","NY","R000585","Health","member","majority",10
"K000376","Mike Kelly","R","PA","K000376","Health","member","majority",11
"S001172","Adrian Smith","R","NE","S001172","Worker and Family Support","member","majority",1
"D000096","Danny K. Davis","D","IL","D000096","Worker and Family Support","member","minority",1
"W000813","Jackie Walorski","R","IN","W000813","Worker and Family Support","member","majority",2
"D000399","Lloyd Doggett","D","TX","D000399","Worker and Family Support","member","minority",2
"C001107","Carlos Curbelo","R","FL","C001107","Worker and Family Support","member","majority",3
"S001185","Terri Sewell","D","AL","S001185","Worker and Family Support","member","minority",3
"C001080","Judy Chu","D","CA","C001080","Worker and Family Support","member","minority",4
"B001293","Mike Bishop","R","MI","B001293","Worker and Family Support","member","majority",4
"S001183","David Schweikert","R","AZ","S001183","Worker and Family Support","member","majority",5
"L000585","Darin M. LaHood","R","IL","L000585","Worker and Family Support","member","majority",6
"R000578","Dave Reichert","R","WA","R000578","Worker and Family Support","member","majority",7
"L000287","John Lewis","D","GA","L000287","Oversight","member","minority",1
"J000290","Lynn Jenkins","R","KS","J000290","Oversight","member","majority",1
"C001038","Joseph Crowley","D","NY","C001038","Oversight","member","minority",2
"S001183","David Schweikert","R","AZ","S001183","Oversight","member","majority",2
"D000617","Suzan K. DelBene","D","WA","D000617","Oversight","member","minority",3
"W000813","Jackie Walorski","R","IN","W000813","Oversight","member","majority",3
"C001107","Carlos Curbelo","R","FL","C001107","Oversight","member","majority",4
"B000574","Earl Blumenauer","D","OR","B000574","Oversight","member","minority",4
"B001293","Mike Bishop","R","MI","B001293","Oversight","member","majority",5
"L000585","Darin M. LaHood","R","IL","L000585","Oversight","member","majority",6
"R000585","Tom Reed","R","NY","R000585","Oversight","member","majority",7
"B001260","Vern Buchanan","R","FL","B001260","Select Revenue Measures","member","majority",1
"D000399","Lloyd Doggett","D","TX","D000399","Select Revenue Measures","member","minority",1
"R000580","Peter Roskam","R","IL","R000580","Select Revenue Measures","member","majority",2
"L000557","John B. Larson","D","CT","L000557","Select Revenue Measures","member","minority",2
"S001156","Linda T. Sánchez","D","CA","S001156","Select Revenue Measures","member","minority",3
"R000578","Dave Reichert","R","WA","R000578","Select Revenue Measures","member","majority",3
"T000460","Mike Thompson","D","CA","T000460","Select Revenue Measures","member","minority",4
"R000586","Jim Renacci","R","OH","R000586","Select Revenue Measures","member","majority",4
"D000617","Suzan K. DelBene","D","WA","D000617","Select Revenue Measures","member","minority",5
"N000184","Kristi Noem","R","SD","N000184","Select Revenue Measures","member","majority",5
"B000574","Earl Blumenauer","D","OR","B000574","Select Revenue Measures","member","minority",6
"K000376","Mike Kelly","R","PA","K000376","Select Revenue Measures","member","majority",6
"H001065","George Holding","R","NC","H001065","Select Revenue Measures","member","majority",7
"S001195","Jason Smith","R","MO","S001195","Select Revenue Measures","member","majority",9
"R000597","Tom Rice","R","SC","R000597","Select Revenue Measures","member","majority",10
"R000586","Jim Renacci","R","OH","R000586","Social Security","member","majority",
"L000557","John B. Larson","D","CT","L000557","Social Security","member","minority",1
"J000174","Sam Johnson","R","TX","J000174","Social Security","member","majority",1
"P000096","Bill Pascrell Jr.","D","NJ","P000096","Social Security","member","minority",2
"B001260","Vern Buchanan","R","FL","B001260","Social Security","member","majority",2
"C001038","Joseph Crowley","D","NY","C001038","Social Security","member","minority",3
"K000376","Mike Kelly","R","PA","K000376","Social Security","member","majority",3
"S001156","Linda T. Sánchez","D","CA","S001156","Social Security","member","minority",4
"H001065","George Holding","R","NC","H001065","Social Security","member","majority",4
"S001195","Jason Smith","R","MO","S001195","Social Security","member","majority",5
"R000597","Tom Rice","R","SC","R000597","Social Security","member","majority",6
"S001183","David Schweikert","R","AZ","S001183","Social Security","member","majority",7
"P000096","Bill Pascrell Jr.","D","NJ","P000096","Trade","member","minority",1
"R000578","Dave Reichert","R","WA","R000578","Trade","member","majority",1
"K000188","Ron Kind","D","WI","K000188","Trade","member","minority",2
"N000181","Devin Nunes","R","CA","N000181","Trade","member","majority",2
"P000594","Erik Paulsen","R","MN","P000594","Trade","member","majority",3
"D000399","Lloyd Doggett","D","TX","D000399","Trade","member","minority",3
"L000263","Sander M. Levin","D","MI","L000263","Trade","member","minority",4
"K000376","Mike Kelly","R","PA","K000376","Trade","member","majority",4
"D000096","Danny K. Davis","D","IL","D000096","Trade","member","minority",5
"R000585","Tom Reed","R","NY","R000585","Trade","member","majority",6
"H001038","Brian Higgins","D","NY","H001038","Trade","member","minority",6
"N000184","Kristi Noem","R","SD","N000184","Trade","member","majority",7
"H001065","George Holding","R","NC","H001065","Trade","member","majority",8
"R000597","Tom Rice","R","SC","R000597","Trade","member","majority",9
"M001158","Kenny Marchant","R","TX","M001158","Trade","member","majority",10
"S001192","Chris Stewart","R","UT","S001192","Department of Defense Intelligence and Overhead Architecture","member","majority",1
"S001185","Terri Sewell","D","AL","S001185","Department of Defense Intelligence and Overhead Architecture","member","minority",1
"T000463","Michael R. Turner","R","OH","T000463","Department of Defense Intelligence and Overhead Architecture","member","majority",2
"C001072","André Carson","D","IN","C001072","Department of Defense Intelligence and Overhead Architecture","member","minority",2
"W000815","Brad Wenstrup","R","OH","W000815","Department of Defense Intelligence and Overhead Architecture","member","majority",3
"C001091","Joaquín Castro","D","TX","C001091","Department of Defense Intelligence and Overhead Architecture","member","minority",3
"H001064","Denny Heck","D","WA","H001064","Department of Defense Intelligence and Overhead Architecture","member","minority",4
"C001087","Rick Crawford","R","AR","C001087","Department of Defense Intelligence and Overhead Architecture","member","majority",4
"S001196","Elise Stefanik","R","NY","S001196","Department of Defense Intelligence and Overhead Architecture","member","majority",5
"H001073","Will Hurd","R","TX","H001073","Department of Defense Intelligence and Overhead Architecture","member","majority",6
"K000210","Peter T. King","R","NY","K000210","Emerging Threats","member","majority",1
"C001072","André Carson","D","IN","C001072","Emerging Threats","member","minority",1
"L000554","Frank A. LoBiondo","R","NJ","L000554","Emerging Threats","member","majority",2
"S001175","Jackie Speier","D","CA","S001175","Emerging Threats","member","minority",2
"Q000023","Mike Quigley","D","IL","Q000023","Emerging Threats","member","minority",3
"W000815","Brad Wenstrup","R","OH","W000815","Emerging Threats","member","majority",3
"C001087","Rick Crawford","R","AR","C001087","Emerging Threats","member","majority",4
"S001193","Eric Swalwell","D","CA","S001193","Emerging Threats","member","minority",4
"G000566","Trey Gowdy","R","SC","G000566","Emerging Threats","member","majority",5
"H001073","Will Hurd","R","TX","H001073","Emerging Threats","member","majority",6
"H001047","Jim Himes","D","CT","H001047","National Security Agency and Cybersecurity","member","minority",1
"R000583","Tom Rooney","R","FL","R000583","National Security Agency and Cybersecurity","member","majority",1
"S001185","Terri Sewell","D","AL","S001185","National Security Agency and Cybersecurity","member","minority",2
"C001062","K. Michael Conaway","R","TX","C001062","National Security Agency and Cybersecurity","member","majority",2
"R000435","Ileana Ros-Lehtinen","R","FL","R000435","National Security Agency and Cybersecurity","member","majority",3
"S001175","Jackie Speier","D","CA","S001175","National Security Agency and Cybersecurity","member","minority",3
"Q000023","Mike Quigley","D","IL","Q000023","National Security Agency and Cybersecurity","member","minority",4
"T000463","Michael R. Turner","R","OH","T000463","National Security Agency and Cybersecurity","member","majority",4
"G000566","Trey Gowdy","R","SC","G000566","National Security Agency and Cybersecurity","member","majority",5
"S001196","Elise Stefanik","R","NY","S001196","National Security Agency and Cybersecurity","member","majority",6
"L000554","Frank A. LoBiondo","R","NJ","L000554","Central Intelligence Agency","member","majority",1
"S001193","Eric Swalwell","D","CA","S001193","Central Intelligence Agency","member","minority",1
"H001047","Jim Himes","D","CT","H001047","Central Intelligence Agency","member","minority",2
"C001062","K. Michael Conaway","R","TX","C001062","Central Intelligence Agency","member","majority",2
"K000210","Peter T. King","R","NY","K000210","Central Intelligence Agency","member","majority",3
"C001091","Joaquín Castro","D","TX","C001091","Central Intelligence Agency","member","minority",3
"H001064","Denny Heck","D","WA","H001064","Central Intelligence Agency","member","minority",4
"R000583","Tom Rooney","R","FL","R000583","Central Intelligence Agency","member","majority",4
"R000435","Ileana Ros-Lehtinen","R","FL","R000435","Central Intelligence Agency","member","majority",5
"S001192","Chris Stewart","R","UT","S001192","Central Intelligence Agency","member","majority",6
